"timestamp","framerate","ID","Label","Tracking State","Action State","Position","Velocity","Dimensions","Detection Confidence"
"1606220904816202661","15.083","0","Person","OFF","IDLE","-0.406045 0.0125318 -0.602139","2.12501 -0.836998 -0.5517","0.5 0.507791 0.5","47.4796"
"1606220904882680661","14.9925","0","Person","OFF","MOVING","-0.342454 -0.0182919 -0.535869","3.37863 -0.147055 0.116203","0.5 0.524664 0.5","61.1131"
"1606220904948841661","14.9925","0","Person","OK","MOVING","-0.28868 -0.0743732 -0.512127","0.997018 -1.13592 0.658098","0.5 0.529323 0.5","40.6879"
"1606220905015407661","14.9254","0","Person","OK","MOVING","-0.237566 -0.158951 -0.452023","0.641253 -1.1901 1.0956","0.5 0.507404 0.5","40.6879"
"1606220905081440661","14.9925","0","Person","OK","MOVING","-0.17554 -0.203307 -0.438557","0.480618 -1.26662 0.818417","0.509777 0.530477 0.509777","75.1153"
"1606220905147858661","14.9477","0","Person","OK","MOVING","-0.169069 -0.226055 -0.42753","-0.280487 -0.705034 0.558469","0.523291 0.507303 0.523291","87.3814"
"1606220905214241661","14.9701","0","Person","OK","MOVING","-0.178885 -0.241555 -0.410567","-0.661133 -0.600182 0.568413","0.532452 0.497612 0.532452","94.8073"
"1606220905280391661","14.9254","0","Person","OK","MOVING","-0.186854 -0.246208 -0.407629","-0.656473 -0.285509 0.241436","0.54341 0.486946 0.54341","94.0123"
"1606220905346849661","14.9477","0","Person","OK","MOVING","-0.191363 -0.247417 -0.40488","-0.5189 -0.229026 0.328297","0.550727 0.481133 0.550728","94.5371"
"1606220905413038661","14.9477","0","Person","OK","IDLE","-0.199758 -0.246035 -0.406076","-0.440901 -0.125418 0.147169","0.55681 0.476123 0.556809","94.5205"
"1606220905479505661","14.9701","0","Person","OK","IDLE","-0.207672 -0.244743 -0.407459","-0.3546 -0.12798 0.20006","0.551741 0.472969 0.551741","90.1909"
"1606220905545531661","15.015","0","Person","OK","IDLE","-0.217407 -0.244988 -0.40839","-0.314802 -0.198486 0.189925","0.546039 0.466413 0.546039","87.0987"
"1606220905611911661","15.0602","0","Person","OK","IDLE","-0.23039 -0.246491 -0.408769","-0.379855 -0.183198 0.222651","0.538448 0.45922 0.538448","86.4136"
"1606220905678302661","15.1057","0","Person","OK","IDLE","-0.243685 -0.249599 -0.408521","-0.344524 -0.192694 0.225139","0.530758 0.449546 0.530758","85.1598"
"1606220905744528661","15.0602","0","Person","OK","IDLE","-0.253121 -0.251088 -0.409392","-0.174177 -0.093838 0.0266727","0.524607 0.442655 0.524607","92.5856"
"1606220905811008661","15.1057","0","Person","OK","IDLE","-0.258683 -0.251169 -0.412667","-0.074842 -0.0597275 -0.0473144","0.519685 0.438653 0.519685","94.7345"
"1606220905877042661","15.083","0","Person","OK","IDLE","-0.261391 -0.249757 -0.417711","-0.0163866 -0.0138686 -0.0813297","0.515748 0.437995 0.515748","95.0009"
"1606220905943539661","15.1057","0","Person","OK","IDLE","-0.262266 -0.243698 -0.424428","0.0259021 0.0762196 -0.115234","0.512599 0.437093 0.512599","94.736"
"1606220906009859661","15.1057","0","Person","OK","IDLE","-0.238795 -0.23606 -0.445712","-0.0743873 0.127411 -0.0599158","0.513699 0.442526 0.513699","95.237"
"1606220906076096661","15.083","0","Person","OK","IDLE","-0.20765 -0.228075 -0.472846","-0.200604 0.135582 -0.014062","0.51966 0.445626 0.51966","94.8943"
"1606220906142491661","15.083","0","Person","OK","IDLE","-0.182954 -0.218264 -0.496966","-0.265347 0.158149 0.0092209","0.529756 0.450063 0.529756","95.0924"
"1606220906208647661","15.1057","0","Person","OK","IDLE","-0.16593 -0.203068 -0.516269","-0.219504 0.241532 -0.0215128","0.540501 0.452456 0.540501","94.3737"
"1606220906274958661","15.083","0","Person","OK","IDLE","-0.170226 -0.178359 -0.517169","-0.0583018 0.255139 -0.0974094","0.546683 0.448369 0.546683","93.4671"
"1606220906341193661","15.083","0","Person","OK","IDLE","-0.169385 -0.14973 -0.525323","0.025656 0.360442 -0.136614","0.556258 0.448543 0.556258","87.5375"
"1606220906407651661","15.0602","0","Person","OK","IDLE","-0.174719 -0.112061 -0.524017","0.0192609 0.43057 -0.110583","0.56428 0.446232 0.56428","83.3585"
"1606220906473810661","15.0376","0","Person","OK","IDLE","-0.188949 -0.0761901 -0.521777","-0.036779 0.429365 -0.0272747","0.570288 0.441961 0.570288","94.65"
"1606220906540247661","15.0376","0","Person","OK","IDLE","-0.205748 -0.0441785 -0.517563","-0.0771188 0.415172 0.0149949","0.575757 0.440133 0.575757","94.9719"
"1606220906606441661","15.015","0","Person","OK","IDLE","-0.205795 -0.0270862 -0.522454","-0.000957549 0.22862 -0.0243656","0.589152 0.446592 0.589152","95.4299"
"1606220906672763661","15.015","0","Person","OK","IDLE","-0.200165 -0.02014 -0.531696","0.0122356 0.0205817 -0.0267323","0.603943 0.45636 0.603943","95.4419"
"1606220906739033661","15.0602","0","Person","OK","IDLE","-0.204868 -0.0194278 -0.53067","-0.215878 -0.146059 0.0241915","0.610737 0.465819 0.610737","94.2922"
"1606220906805315661","15.0376","0","Person","OK","IDLE","-0.223667 -0.0226714 -0.522539","-0.37716 -0.238558 0.132972","0.608909 0.478632 0.608909","92.0656"
"1606220906871663661","15.0376","0","Person","OK","IDLE","-0.226852 -0.0352852 -0.518768","-0.389071 -0.438948 0.154171","0.605885 0.500048 0.605885","92.0932"
"1606220906937903661","15.0602","0","Person","OK","IDLE","-0.226715 -0.0585598 -0.517066","-0.441658 -0.393713 0.102466","0.600549 0.519936 0.600549","89.6021"
"1606220907004290661","15.0376","0","Person","OK","IDLE","-0.225534 -0.0793551 -0.51551","-0.424601 -0.272645 0.0785158","0.591561 0.53022 0.591561","95.1701"
"1606220907070652661","15.0602","0","Person","OK","IDLE","-0.234909 -0.0847503 -0.505963","-0.351425 -0.0867928 0.0212157","0.574974 0.527055 0.574974","95.0545"
"1606220907136773661","15.0602","0","Person","OK","IDLE","-0.23476 -0.0850604 -0.500416","-0.329098 0.0672727 -0.0187807","0.559979 0.525791 0.559979","90.3044"
"1606220907203279661","15.1057","0","Person","OK","IDLE","-0.234981 -0.0816355 -0.499829","-0.241637 0.227584 -0.096483","0.549496 0.489007 0.549496","71.3984"
"1606220907269467661","15.1515","0","Person","OK","IDLE","-0.249687 -0.0711956 -0.499027","-0.137574 0.225029 0.0202842","0.539596 0.49379 0.539597","72.5698"
"1606220907335759661","15.1515","0","Person","OK","IDLE","-0.256345 -0.0542618 -0.498447","-0.0919799 0.274687 -0.0491481","0.531677 0.486485 0.531677","72.5698"
"1606220907402275661","15.1745","0","Person","OK","IDLE","-0.266026 -0.0532491 -0.499336","0.134122 -0.24079 -0.0936062","0.525342 0.465955 0.525342","85.5474"
"1606220907468370661","15.1745","0","Person","OK","IDLE","-0.274013 -0.0501891 -0.502263","0.25729 0.12097 -0.0839508","0.520273 0.460189 0.520273","66.4895"
"1606220907534779661","15.1286","0","Person","OK","IDLE","-0.280359 -0.0461452 -0.504913","0.202279 0.0972013 -0.028819","0.516219 0.458129 0.516219","92.4829"
"1606220907600894661","15.1057","0","Person","OK","IDLE","-0.291516 -0.0434615 -0.506279","-0.0750581 0.0477559 0.0753927","0.512975 0.458407 0.512975","94.6204"
"1606220907667414661","15.1057","0","Person","OK","MOVING","-0.30735 -0.0429222 -0.506423","-0.224003 -0.0132467 0.166151","0.51038 0.460487 0.51038","95.5724"
"1606220907733563661","15.1057","0","Person","OK","MOVING","-0.319293 -0.0428474 -0.506494","-0.182703 -0.000443719 0.0412457","0.508304 0.459577 0.508304","94.7252"
"1606220907799788661","15.1286","0","Person","OK","MOVING","-0.324963 -0.042841 -0.506675","-0.0966254 0.0123059 0.00272754","0.506643 0.459307 0.506643","95.3131"
"1606220907866162661","15.1057","0","Person","OK","MOVING","-0.329272 -0.0427144 -0.506767","-0.166045 0.0349412 0.0298577","0.505315 0.459155 0.505315","95.2407"
"1606220907932578661","15.1057","0","Person","OK","IDLE","-0.333843 -0.0428883 -0.506693","-0.219763 -0.000175912 0.0508393","0.504252 0.460012 0.504252","95.3594"
"1606220907998770661","15.083","0","Person","OK","IDLE","-0.336032 -0.0432922 -0.506842","-0.120419 0.0104643 0.0198451","0.503401 0.460406 0.503401","95.3527"
"1606220908064931661","15.0376","0","Person","OK","IDLE","-0.336822 -0.0433521 -0.507124","-0.0934988 0.0509877 0.0133662","0.502721 0.461251 0.502721","95.4482"
"1606220908131587661","15.0376","0","Person","OK","IDLE","-0.337212 -0.0435653 -0.507417","-0.0975293 0.00699946 0.0163078","0.502177 0.4619 0.502177","95.5397"
"1606220908197695661","15.083","0","Person","OK","IDLE","-0.337091 -0.0439482 -0.507685","-0.0491469 0.000405526 0.0107668","0.501741 0.462533 0.501742","95.62"
"1606220908263912661","15.083","0","Person","OK","IDLE","-0.336533 -0.0446608 -0.507978","-0.0188194 -0.0169369 -0.0024344","0.501393 0.4627 0.501393","95.4724"
"1606220908330323661","15.1057","0","Person","OK","IDLE","-0.335269 -0.0450897 -0.508292","0.0100347 0.0193406 -0.008575","0.501115 0.46238 0.501115","94.8581"
"1606220908396712661","15.1057","0","Person","OK","IDLE","-0.333839 -0.0456067 -0.508491","-0.00251884 -0.00450277 0.00191498","0.500892 0.462448 0.500892","94.8383"
"1606220908463017661","15.1057","0","Person","OK","IDLE","-0.332361 -0.0463329 -0.508571","0.00318306 -0.0180457 0.000194347","0.500713 0.462751 0.500713","94.9188"
"1606220908529034661","15.083","0","Person","OK","IDLE","-0.330955 -0.0472474 -0.508515","0.00283155 -0.0201074 0.00445603","0.500571 0.462788 0.500571","95.2228"
"1606220908595519661","15.0602","0","Person","OK","IDLE","-0.329816 -0.0481462 -0.508341","-0.00849047 -0.00658135 0.0106228","0.500457 0.463981 0.500457","95.1726"
"1606220908661777661","15.083","0","Person","OK","IDLE","-0.329151 -0.0494593 -0.508082","-0.0291694 -0.0282925 0.0185479","0.500365 0.465433 0.500365","94.3951"
"1606220908728254661","15.0602","0","Person","OK","IDLE","-0.328885 -0.0514545 -0.507478","-0.0541297 -0.0308132 0.0679376","0.500292 0.467728 0.500292","94.3405"
"1606220908794538661","15.083","0","Person","OK","IDLE","-0.329024 -0.0550923 -0.506395","-0.0838271 -0.0548783 0.115658","0.500234 0.472663 0.500234","91.8161"
"1606220908860724661","15.0602","0","Person","OK","IDLE","-0.3298 -0.0612398 -0.505205","-0.104074 -0.0802751 0.118983","0.500187 0.476515 0.500187","89.4316"
"1606220908927073661","15.1057","0","Person","OK","IDLE","-0.330038 -0.0708907 -0.504301","-0.015894 -0.134428 0.087053","0.50015 0.480906 0.50015","87.3814"
"1606220908993222661","15.1057","0","Person","OK","IDLE","-0.327211 -0.0818755 -0.50278","0.159703 -0.105425 0.15286","0.50012 0.47964 0.50012","80.5058"
"1606220909059653661","15.083","0","Person","OK","IDLE","-0.315617 -0.0877374 -0.504332","0.279929 0.0347477 -0.13647","0.500096 0.478592 0.500096","76.5089"
"1606220909125806661","15.083","0","Person","OK","IDLE","-0.295405 -0.0871486 -0.513389","0.388418 0.203919 -0.338434","0.504261 0.481949 0.504261","57.4305"
"1606220909192163661","15.1057","0","Person","OK","IDLE","-0.268815 -0.0793043 -0.525817","0.389058 0.335257 -0.169037","0.521772 0.445602 0.521772","57.4305"
"1606220909258630661","15.1286","0","Person","OK","IDLE","-0.21372 -0.0580897 -0.526513","0.240676 0.445402 -0.225762","0.581553 0.461634 0.581553","68.4618"
"1606220909324931661","15.0602","0","Person","OK","IDLE","-0.168476 -0.0422749 -0.526108","0.197561 0.1871 -0.10245","0.629706 0.458058 0.629706","89.0827"
"1606220909391277661","15.0376","0","Person","OK","IDLE","-0.142062 -0.0358026 -0.524472","0.120727 -0.0233731 -0.0497345","0.669904 0.461971 0.669904","91.5242"
"1606220909457367661","15.0376","0","Person","OK","IDLE","-0.12892 -0.0332785 -0.522757","0.0951042 -0.0483307 -0.0858229","0.697047 0.466476 0.697047","94.9238"
"1606220909523931661","15.0602","0","Person","OK","IDLE","-0.123723 -0.0284551 -0.521905","-0.0338725 0.119354 -0.137764","0.72085 0.468193 0.72085","95.4402"
"1606220909589960661","15.0376","0","Person","OK","IDLE","-0.125164 -0.0204883 -0.521071","-0.240929 0.188628 -0.101584","0.738789 0.470884 0.738789","84.5984"
"1606220909656355661","15.0376","0","Person","OK","IDLE","-0.129288 -0.0119435 -0.520204","-0.522167 0.174145 -0.0769047","0.744997 0.478117 0.744997","80.6883"
"1606220909722819661","15.0602","0","Person","OK","IDLE","-0.143002 -0.00577778 -0.5152","-0.422879 0.145233 0.224489","0.736746 0.487537 0.736746","87.7844"
"1606220909789086661","15.0376","0","Person","OK","IDLE","-0.155312 -0.00216815 -0.512223","-0.228484 0.114396 0.104788","0.723244 0.499762 0.723244","91.5026"
"1606220909855260661","15.0376","0","Person","OK","IDLE","-0.162193 -0.000879582 -0.510824","-0.0998397 0.0741151 0.107112","0.709425 0.506772 0.709425","95.9086"
"1606220909921425661","15.015","0","Person","OK","IDLE","-0.166842 -0.000844046 -0.5109","-0.116512 0.0636478 0.0453514","0.696544 0.513862 0.696544","94.7338"
"1606220909987849661","15.0602","0","Person","OK","IDLE","-0.169304 -0.0015291 -0.511001","-0.0787836 0.0601747 0.140364","0.684823 0.51826 0.684823","95.4508"
"1606220910053992661","15.1057","0","Person","OK","IDLE","-0.170536 -0.00209691 -0.513516","-0.0766863 0.105987 -0.0619388","0.674771 0.529541 0.674771","93.8708"
"1606220910120394661","15.1057","0","Person","OK","IDLE","-0.179427 0.00144801 -0.521164","-0.135883 0.201676 -0.159594","0.645806 0.543041 0.645806","87.1124"
"1606220910186938661","15.083","0","Person","OK","IDLE","-0.193869 0.0113677 -0.525031","-0.257242 0.272973 0.0173808","0.627892 0.552196 0.627892","79.7157"
"1606220910253212661","15.083","0","Person","OK","IDLE","-0.199656 0.0183025 -0.52371","-0.157415 0.216835 0.306097","0.623749 0.550911 0.623749","93.2783"
"1606220910319470661","15.0602","0","Person","OK","IDLE","-0.202165 0.0218102 -0.524063","-0.192797 0.130751 -0.122447","0.622244 0.55755 0.622244","94.1639"
"1606220910385670661","15.083","0","Person","OK","IDLE","-0.202845 0.0224064 -0.520522","-0.128194 0.0802835 0.319605","0.616816 0.557159 0.616816","93.5428"
"1606220910452090661","15.0602","0","Person","OK","IDLE","-0.203563 0.0211646 -0.518849","-0.103956 -0.01144 0.0941589","0.605315 0.567756 0.605315","92.3049"
"1606220910518148661","15.083","0","Person","OK","IDLE","-0.205975 0.0166707 -0.51855","-0.207821 -0.0216533 0.0421156","0.592318 0.580011 0.592318","80.1668"
"1606220910584689661","15.083","0","Person","OK","IDLE","-0.211083 0.011546 -0.518521","-0.255819 0.0504905 0.0598808","0.57631 0.598131 0.57631","80.1668"
"1606220910650930661","15.1515","0","Person","OK","IDLE","-0.226089 0.00687808 -0.520108","-0.457105 0.0854122 -0.0211691","0.561048 0.617571 0.561048","80.1668"
"1606220910717250661","15.1976","0","Person","OK","IDLE","-0.260595 0.00338076 -0.520205","-0.57338 0.0967014 0.272657","0.548838 0.601518 0.548839","77.0308"
"1606220910783642661","15.1286","0","Person","OK","IDLE","-0.272824 -0.00420423 -0.515037","-0.221666 0.0784986 0.347368","0.539071 0.594287 0.539071","74.7179"
"1606220910849595661","15.1286","0","Person","OK","IDLE","-0.273387 -0.0178362 -0.510571","0.0520117 -0.0888582 0.160061","0.531257 0.577803 0.531257","74.7179"
"1606220910916180661","15.1976","0","Person","OK","IDLE","-0.268765 -0.0279869 -0.514082","0.162556 -0.0721481 -0.500844","0.525005 0.58809 0.525005","63.6091"
"1606220910982285661","15.1286","0","Person","OK","IDLE","-0.241574 -0.0222991 -0.540522","0.507625 0.664494 -0.568415","0.520004 0.569262 0.520004","63.6091"
"1606220911048848661","15.1745","0","Person","OK","IDLE","-0.196828 0.0064501 -0.569402","0.580414 0.75209 -0.328919","0.516003 0.549914 0.516003","63.6091"
"1606220911115090661","15.2207","0","Person","OK","IDLE","-0.17725 0.0641787 -0.567579","0.118416 0.669775 -0.0566695","0.512803 0.612993 0.512803","79.5433"
