1632273618885290588,-0.342448 0.246931 -0.247831,-0.342434 0.261031 -0.745742,0.155677 0.260542 -0.745742,0.155663 0.246443 -0.247831,-0.342706 -0.0161899 -0.255282,-0.342692 -0.00209013 -0.753193,0.155419 -0.00257844 -0.753193,0.155405 -0.0166782 -0.255282,
1632273618952010588,-0.340784 0.246827 -0.247011,-0.340771 0.261002 -0.745525,0.157945 0.260543 -0.745525,0.157932 0.246368 -0.247011,-0.341026 -0.0162363 -0.254491,-0.341013 -0.00206122 -0.753005,0.157703 -0.00251973 -0.753005,0.15769 -0.0166948 -0.254491,
1632273619019185588,-0.34156 0.246751 -0.246718,-0.341545 0.260811 -0.745554,0.157489 0.260285 -0.745554,0.157474 0.246225 -0.246718,-0.341837 -0.016118 -0.254127,-0.341822 -0.00205798 -0.752963,0.157212 -0.00258402 -0.752963,0.157197 -0.0166441 -0.254127,
1632273619085948588,-0.341525 0.246401 -0.246781,-0.341518 0.26045 -0.745802,0.157699 0.260213 -0.745802,0.157693 0.246164 -0.246781,-0.34165 -0.0162028 -0.254175,-0.341643 -0.00215341 -0.753195,0.157575 -0.00239043 -0.753195,0.157568 -0.0164398 -0.254175,
1632273619152910588,-0.341962 0.246041 -0.246783,-0.341957 0.260296 -0.745913,0.157376 0.260119 -0.745913,0.157371 0.245865 -0.246783,-0.342055 -0.0162771 -0.254275,-0.34205 -0.00202271 -0.753404,0.157283 -0.00219908 -0.753404,0.157278 -0.0164535 -0.254275,
1632273619219606588,-0.340333 0.246002 -0.246873,-0.340319 0.260182 -0.746103,0.159112 0.259716 -0.746103,0.159098 0.245536 -0.246873,-0.340577 -0.0160597 -0.254316,-0.340564 -0.00187972 -0.753546,0.158867 -0.00234546 -0.753546,0.158854 -0.0165255 -0.254316,
1632273619286557588,-0.337121 0.246107 -0.246969,-0.337094 0.26013 -0.746285,0.162418 0.259163 -0.746285,0.162391 0.24514 -0.246969,-0.337628 -0.0157054 -0.254322,-0.337601 -0.00168264 -0.753638,0.161911 -0.00264943 -0.753638,0.161884 -0.0166722 -0.254322,
1632273619353546588,-0.334214 0.245527 -0.24695,-0.334198 0.259843 -0.746296,0.165353 0.259304 -0.746296,0.165338 0.244988 -0.24695,-0.334496 -0.0159694 -0.254447,-0.334481 -0.0016533 -0.753793,0.165071 -0.00219299 -0.753793,0.165055 -0.0165091 -0.254447,
1632273619420546588,-0.331068 0.244497 -0.246962,-0.331096 0.258989 -0.746321,0.168473 0.259926 -0.746321,0.1685 0.245434 -0.246962,-0.330579 -0.016697 -0.254542,-0.330606 -0.00220488 -0.753902,0.168963 -0.00126839 -0.753902,0.16899 -0.0157605 -0.254542,
1632273619487257588,-0.32866 0.244544 -0.247067,-0.328681 0.258772 -0.746482,0.170936 0.259508 -0.746482,0.170957 0.24528 -0.247067,-0.328276 -0.0163221 -0.254499,-0.328297 -0.00209439 -0.753914,0.17132 -0.00135863 -0.753914,0.171341 -0.0155863 -0.254499,
1632273619554193588,-0.328306 0.245019 -0.247135,-0.328297 0.25903 -0.746607,0.171371 0.25872 -0.746607,0.171362 0.244709 -0.247135,-0.328467 -0.0155665 -0.254445,-0.328459 -0.00155542 -0.753917,0.171209 -0.00186581 -0.753917,0.1712 -0.0158769 -0.254445,
1632273619621054588,-0.327146 0.245347 -0.247179,-0.327112 0.259236 -0.746697,0.172597 0.257991 -0.746697,0.172563 0.244102 -0.247179,-0.327794 -0.0149423 -0.254417,-0.32776 -0.00105332 -0.753934,0.171949 -0.00229786 -0.753934,0.171915 -0.0161869 -0.254417,
1632273619687849588,-0.315423 0.24506 -0.256108,-0.315413 0.258985 -0.755557,0.184229 0.258624 -0.755557,0.184219 0.244699 -0.256108,-0.315611 -0.0150962 -0.263362,-0.315601 -0.001171 -0.76281,0.184041 -0.00153203 -0.76281,0.184031 -0.0154572 -0.263362,
1632273619755122588,-0.31007 0.244963 -0.272569,-0.310101 0.259171 -0.771924,0.189455 0.260262 -0.771924,0.189486 0.246054 -0.272569,-0.309501 -0.0155675 -0.279981,-0.309532 -0.00135946 -0.779336,0.190024 -0.000268482 -0.779336,0.190055 -0.0144765 -0.279981,
1632273619821973588,-0.308908 0.246811 -0.287215,-0.308912 0.260799 -0.786557,0.190626 0.260967 -0.786557,0.190631 0.246979 -0.287215,-0.30882 -0.0146019 -0.294537,-0.308824 -0.000613853 -0.79388,0.190714 -0.000445843 -0.79388,0.190719 -0.0144339 -0.294537,
1632273619888718588,-0.310147 0.248706 -0.297139,-0.310126 0.262563 -0.796469,0.189395 0.261811 -0.796469,0.189374 0.247954 -0.297139,-0.310542 -0.0138427 -0.304425,-0.310521 1.42679e-05 -0.803755,0.189 -0.000737466 -0.803755,0.188979 -0.0145944 -0.304425,
1632273619955359588,-0.309967 0.249623 -0.304263,-0.309966 0.263727 -0.803547,0.189517 0.263717 -0.803547,0.189517 0.249614 -0.304263,-0.309972 -0.0142104 -0.311715,-0.309971 -0.00010711 -0.810999,0.189512 -0.000116378 -0.810999,0.189512 -0.0142197 -0.311715,
1632273620022560588,-0.302728 0.249974 -0.304618,-0.302765 0.264287 -0.803867,0.196688 0.265566 -0.803867,0.196724 0.251254 -0.304618,-0.302049 -0.015095 -0.312217,-0.302086 -0.000782371 -0.811466,0.197367 0.000496939 -0.811466,0.197403 -0.0138157 -0.312217,
1632273620089591588,-0.29309 0.249867 -0.314487,-0.293103 0.264212 -0.813757,0.206373 0.264666 -0.813757,0.206386 0.250321 -0.314487,-0.292848 -0.0166225 -0.322143,-0.292861 -0.002278 -0.821414,0.206615 -0.00182399 -0.821414,0.206628 -0.0161685 -0.322143,
1632273620156315588,-0.281888 0.252138 -0.299531,-0.281878 0.266069 -0.798809,0.217595 0.265683 -0.798809,0.217584 0.251753 -0.299531,-0.282095 -0.0154234 -0.306996,-0.282084 -0.00149265 -0.806274,0.217388 -0.00187823 -0.806274,0.217377 -0.0158089 -0.306996,
1632273620223216588,-0.28853 0.252827 -0.302503,-0.288529 0.266621 -0.806548,0.215704 0.266595 -0.806548,0.215704 0.2528 -0.302503,-0.288544 -0.0157102 -0.309852,-0.288543 -0.00191613 -0.813897,0.21569 -0.00194289 -0.813897,0.215689 -0.015737 -0.309852,
1632273620290066588,-0.305952 0.252394 -0.300802,-0.305974 0.267539 -0.817693,0.211138 0.268294 -0.817693,0.21116 0.253149 -0.300802,-0.305558 -0.0172096 -0.308702,-0.30558 -0.00206405 -0.825593,0.211532 -0.00130877 -0.825593,0.211554 -0.0164543 -0.308702,
1632273620357033588,-0.312053 0.25339 -0.308208,-0.312054 0.269267 -0.835561,0.215538 0.269303 -0.835561,0.215539 0.253426 -0.308208,-0.312034 -0.0173662 -0.31636,-0.312035 -0.0014888 -0.843713,0.215557 -0.00145268 -0.843713,0.215558 -0.0173301 -0.31636,
1632273620423999588,-0.318896 0.255048 -0.304742,-0.318882 0.270383 -0.842213,0.218807 0.269895 -0.842213,0.218794 0.25456 -0.304742,-0.319143 -0.0168416 -0.312499,-0.319129 -0.00150654 -0.84997,0.218561 -0.00199446 -0.84997,0.218547 -0.0173295 -0.312499,
1632273620490836588,-0.327553 0.254053 -0.310332,-0.327554 0.270577 -0.857185,0.219549 0.270594 -0.857185,0.219549 0.25407 -0.310332,-0.327545 -0.0188634 -0.318579,-0.327546 -0.00233915 -0.865432,0.219557 -0.00232272 -0.865432,0.219557 -0.0188469 -0.318579,
1632273620557538588,-0.337662 0.25336 -0.315906,-0.337705 0.270843 -0.871329,0.217991 0.272206 -0.871329,0.218034 0.254722 -0.315906,-0.336991 -0.0204376 -0.324525,-0.337034 -0.00295386 -0.879948,0.218663 -0.00159134 -0.879948,0.218705 -0.0190751 -0.324525,
1632273620624670588,-0.356324 0.251324 -0.263213,-0.356362 0.268843 -0.865491,0.246169 0.270159 -0.865491,0.246207 0.25264 -0.263213,-0.355723 -0.0236693 -0.271213,-0.355762 -0.00614945 -0.873491,0.24677 -0.00483344 -0.873491,0.246808 -0.0223532 -0.271213,
1632273620691636588,-0.372645 0.257623 -0.244227,-0.372657 0.2758 -0.880777,0.264153 0.276203 -0.880777,0.264165 0.258026 -0.244227,-0.37247 -0.018205 -0.252103,-0.372482 -2.8044e-05 -0.888654,0.264328 0.000375748 -0.888654,0.26434 -0.0178012 -0.252103,
1632273620758466588,-0.382169 0.259244 -0.231495,-0.382187 0.278598 -0.891244,0.277845 0.27923 -0.891244,0.277863 0.259876 -0.231495,-0.381904 -0.0174196 -0.239611,-0.381923 0.00193429 -0.89936,0.27811 0.00256567 -0.89936,0.278128 -0.0167883 -0.239611,
1632273620825392588,-0.385314 0.254208 -0.219412,-0.385386 0.273641 -0.89343,0.288907 0.276157 -0.89343,0.28898 0.256725 -0.219412,-0.384279 -0.0230525 -0.227405,-0.384352 -0.00361983 -0.901424,0.289942 -0.00110342 -0.901424,0.290014 -0.0205361 -0.227405,
1632273620892214588,-0.383648 0.252774 -0.217384,-0.383692 0.271664 -0.897183,0.296369 0.273222 -0.897183,0.296412 0.254332 -0.217384,-0.383012 -0.0250821 -0.225105,-0.383055 -0.00619221 -0.904904,0.297006 -0.00463353 -0.904904,0.297049 -0.0235235 -0.225105,
1632273620959115588,-0.384321 0.253843 -0.20872,-0.384331 0.272702 -0.890618,0.297827 0.273084 -0.890618,0.297838 0.254224 -0.20872,-0.384165 -0.024335 -0.216414,-0.384176 -0.00547513 -0.898312,0.297983 -0.00509363 -0.898312,0.297993 -0.0239535 -0.216414,
1632273621025989588,-0.383096 0.253397 -0.203959,-0.383131 0.272044 -0.888316,0.301479 0.273343 -0.888316,0.301514 0.254695 -0.203959,-0.382567 -0.0251341 -0.211549,-0.382603 -0.00648632 -0.895906,0.302007 -0.00518774 -0.895906,0.302043 -0.0238355 -0.211549,
1632273621092908588,-0.383791 0.251752 -0.20128,-0.383877 0.270632 -0.886282,0.301377 0.273775 -0.886282,0.301464 0.254895 -0.20128,-0.382513 -0.0269432 -0.208962,-0.382599 -0.0080632 -0.893964,0.302655 -0.00492053 -0.893964,0.302742 -0.0238006 -0.208962,
1632273621159956588,-0.383795 0.25125 -0.199247,-0.383866 0.270719 -0.884141,0.3013 0.273193 -0.884141,0.30137 0.253724 -0.199247,-0.382789 -0.0275082 -0.207171,-0.382859 -0.0080392 -0.892065,0.302307 -0.00556525 -0.892065,0.302377 -0.0250342 -0.207171,
1632273621226617588,-0.385088 0.254693 -0.203615,-0.385125 0.27381 -0.891216,0.302741 0.275124 -0.891216,0.302777 0.256007 -0.203615,-0.384555 -0.0242694 -0.211371,-0.384592 -0.00515197 -0.898972,0.303274 -0.00383803 -0.898972,0.30331 -0.0229555 -0.211371,
1632273621293596588,-0.386766 0.254099 -0.194633,-0.386775 0.273062 -0.881476,0.300329 0.273396 -0.881476,0.300338 0.254433 -0.194633,-0.38663 -0.0248905 -0.202336,-0.38664 -0.00592751 -0.889179,0.300465 -0.00559358 -0.889179,0.300474 -0.0245565 -0.202336,
1632273621360583588,-0.384956 0.254124 -0.205172,-0.385007 0.274317 -0.894643,0.304758 0.276045 -0.894643,0.304808 0.255852 -0.205172,-0.384257 -0.0249147 -0.213344,-0.384308 -0.0047221 -0.902815,0.305457 -0.00299396 -0.902815,0.305508 -0.0231866 -0.213344,
1632273621427567588,-0.38726 0.251572 -0.197751,-0.387343 0.272022 -0.889002,0.304204 0.274847 -0.889002,0.304288 0.254396 -0.197751,-0.38612 -0.0275888 -0.20601,-0.386203 -0.00713862 -0.897261,0.305344 -0.00431405 -0.897261,0.305428 -0.0247642 -0.20601,
1632273621494306588,-0.386997 0.255199 -0.201156,-0.387043 0.275408 -0.896445,0.308538 0.276974 -0.896445,0.308584 0.256765 -0.201156,-0.386368 -0.0242828 -0.209279,-0.386413 -0.00407362 -0.904569,0.309168 -0.00250718 -0.904569,0.309213 -0.0227163 -0.209279,
1632273621561219588,-0.386683 0.255937 -0.201754,-0.386697 0.276536 -0.897782,0.309636 0.276987 -0.897782,0.30965 0.256388 -0.201754,-0.386502 -0.0237846 -0.210032,-0.386515 -0.00318505 -0.90606,0.309817 -0.00273412 -0.90606,0.309831 -0.0233337 -0.210032,
1632273621628256588,-0.390071 0.255957 -0.202672,-0.390136 0.276777 -0.898829,0.306329 0.278962 -0.898829,0.306394 0.258142 -0.202672,-0.389193 -0.0239756 -0.211044,-0.389258 -0.00315538 -0.907201,0.307207 -0.000970155 -0.907201,0.307273 -0.0217904 -0.211044,
1632273621695028588,-0.387838 0.255525 -0.205811,-0.387924 0.276192 -0.900503,0.307069 0.279099 -0.900503,0.307156 0.258431 -0.205811,-0.386667 -0.0245319 -0.214143,-0.386753 -0.00386404 -0.908835,0.30824 -0.000957802 -0.908835,0.308327 -0.0216256 -0.214143,
1632273621762083588,-0.387268 0.257376 -0.207174,-0.38731 0.277851 -0.90454,0.310355 0.279287 -0.90454,0.310397 0.258812 -0.207174,-0.386691 -0.023019 -0.215406,-0.386733 -0.00254382 -0.912772,0.310932 -0.00110787 -0.912772,0.310974 -0.0215831 -0.215406,
1632273621828752588,-0.38609 0.258572 -0.21058,-0.386101 0.278612 -0.911473,0.315079 0.278997 -0.911473,0.31509 0.258957 -0.21058,-0.385935 -0.0222304 -0.218608,-0.385947 -0.00219087 -0.919502,0.315233 -0.0018059 -0.919502,0.315244 -0.0218454 -0.218608,
1632273621895725588,-0.388801 0.254061 -0.195771,-0.388856 0.273943 -0.896872,0.312524 0.275891 -0.896872,0.312579 0.256009 -0.195771,-0.388021 -0.0268461 -0.203737,-0.388076 -0.00696412 -0.904838,0.313304 -0.00501648 -0.904838,0.313359 -0.0248985 -0.203737,
1632273621962566588,-0.389602 0.252725 -0.205781,-0.389701 0.273638 -0.912675,0.317494 0.276977 -0.912675,0.317593 0.256064 -0.205781,-0.388274 -0.0286037 -0.214104,-0.388373 -0.00769097 -0.920998,0.318822 -0.00435233 -0.920998,0.318921 -0.025265 -0.214104,
1632273622029710588,-0.391606 0.259704 -0.206207,-0.391663 0.280239 -0.920667,0.323089 0.28224 -0.920667,0.323146 0.261705 -0.206207,-0.390816 -0.0222159 -0.21431,-0.390874 -0.00168075 -0.92877,0.323878 0.000320777 -0.92877,0.323936 -0.0202143 -0.21431,
1632273622096457588,-0.381768 0.25156 -0.183633,-0.381796 0.271156 -0.894429,0.329269 0.272147 -0.894429,0.329296 0.252552 -0.183633,-0.381375 -0.0302405 -0.191402,-0.381403 -0.0106447 -0.902198,0.329662 -0.00965318 -0.902198,0.329689 -0.0292489 -0.191402,
1632273622163433588,-0.378174 0.248233 -0.181684,-0.378187 0.267893 -0.88805,0.328452 0.268364 -0.88805,0.328465 0.248703 -0.181684,-0.377986 -0.03328 -0.18952,-0.377999 -0.0136195 -0.895886,0.32864 -0.0131487 -0.895886,0.328653 -0.0328093 -0.18952,
1632273622230192588,-0.370637 0.244684 -0.17357,-0.370704 0.264474 -0.870415,0.326419 0.26681 -0.870415,0.326485 0.24702 -0.17357,-0.369697 -0.0360705 -0.181543,-0.369763 -0.0162807 -0.878389,0.32736 -0.0139444 -0.878389,0.327426 -0.0337343 -0.181543,
1632273622297143588,-0.368907 0.244184 -0.180218,-0.368935 0.263079 -0.871092,0.322197 0.264115 -0.871092,0.322225 0.24522 -0.180218,-0.368487 -0.036 -0.18788,-0.368515 -0.0171055 -0.878754,0.322617 -0.0160694 -0.878754,0.322645 -0.0349639 -0.18788,
1632273622363997588,-0.36927 0.244822 -0.187102,-0.369262 0.263564 -0.874968,0.31886 0.263266 -0.874968,0.318852 0.244523 -0.187102,-0.369391 -0.0349367 -0.194725,-0.369383 -0.0161941 -0.882591,0.318738 -0.0164925 -0.882591,0.31873 -0.0352352 -0.194725,
1632273622431037588,-0.370544 0.244147 -0.193518,-0.370547 0.263564 -0.877484,0.313695 0.263682 -0.877484,0.313698 0.244266 -0.193518,-0.370495 -0.0353539 -0.201452,-0.370499 -0.0159373 -0.885419,0.313743 -0.0158188 -0.885419,0.313747 -0.0352354 -0.201452,
1632273622497913588,-0.369489 0.243162 -0.202677,-0.369548 0.262318 -0.876802,0.304846 0.26439 -0.876802,0.304905 0.245235 -0.202677,-0.36863 -0.0362689 -0.210617,-0.368689 -0.0171132 -0.884742,0.305705 -0.0150404 -0.884742,0.305764 -0.0341961 -0.210617,
1632273622564533588,-0.364448 0.244751 -0.215109,-0.364479 0.263669 -0.870626,0.29131 0.264753 -0.870626,0.291341 0.245836 -0.215109,-0.363986 -0.0346667 -0.223173,-0.364017 -0.0157492 -0.87869,0.291772 -0.0146647 -0.87869,0.291803 -0.0335822 -0.223173,
1632273622631621588,-0.358204 0.2469 -0.232711,-0.358199 0.2646 -0.858057,0.267398 0.264433 -0.858057,0.267393 0.246733 -0.232711,-0.358278 -0.0327155 -0.240625,-0.358274 -0.0150161 -0.865971,0.267323 -0.0151831 -0.865971,0.267319 -0.0328825 -0.240625,
1632273622698602588,-0.360918 0.248673 -0.251438,-0.360897 0.265136 -0.848477,0.236368 0.264352 -0.848477,0.236346 0.247889 -0.251438,-0.361286 -0.0312721 -0.259158,-0.361264 -0.0148092 -0.856196,0.236 -0.0155931 -0.856196,0.235979 -0.032056 -0.259158,
1632273622765662588,-0.357537 0.247417 -0.245942,-0.357561 0.263611 -0.809008,0.205737 0.264441 -0.809008,0.205761 0.248247 -0.245942,-0.357125 -0.0322856 -0.253986,-0.357149 -0.0160912 -0.817052,0.206149 -0.0152615 -0.817052,0.206172 -0.0314559 -0.253986,
1632273622832319588,-0.358366 0.247675 -0.2439,-0.358384 0.263274 -0.78399,0.181932 0.263895 -0.78399,0.181949 0.248296 -0.2439,-0.358046 -0.0313378 -0.251958,-0.358064 -0.0157392 -0.792049,0.182252 -0.0151181 -0.792049,0.18227 -0.0307168 -0.251958,
1632273622899352588,-0.360888 0.248477 -0.24282,-0.360877 0.263219 -0.768252,0.164762 0.262838 -0.768252,0.164751 0.248097 -0.24282,-0.361089 -0.029584 -0.250622,-0.361078 -0.0148424 -0.776054,0.16456 -0.0152229 -0.776054,0.16455 -0.0299645 -0.250622,
1632273622966006588,-0.360103 0.248507 -0.242189,-0.360077 0.263031 -0.758223,0.15616 0.262127 -0.758223,0.156135 0.247603 -0.242189,-0.360588 -0.0285767 -0.249988,-0.360562 -0.0140522 -0.766022,0.155675 -0.014956 -0.766022,0.155649 -0.0294805 -0.249988,
1632273623033010588,-0.360346 0.246908 -0.238846,-0.360366 0.261711 -0.758593,0.159591 0.262428 -0.758593,0.159612 0.247625 -0.238846,-0.359965 -0.0292949 -0.246712,-0.359985 -0.0144917 -0.76646,0.159972 -0.0137743 -0.76646,0.159993 -0.0285774 -0.246712,
1632273623100154588,-0.360644 0.245702 -0.226415,-0.360661 0.261164 -0.769511,0.182655 0.261759 -0.769511,0.182672 0.246298 -0.226415,-0.360342 -0.0296116 -0.234253,-0.360359 -0.0141505 -0.777349,0.182957 -0.0135548 -0.777349,0.182974 -0.0290159 -0.234253,
1632273623166907588,-0.353051 0.246005 -0.210954,-0.353035 0.261911 -0.777294,0.213527 0.261334 -0.777294,0.213511 0.245428 -0.210954,-0.353331 -0.0282054 -0.218656,-0.353315 -0.0122992 -0.784996,0.213248 -0.0128763 -0.784996,0.213232 -0.0287825 -0.218656,
1632273623233832588,-0.353831 0.247103 -0.211786,-0.35379 0.263339 -0.800983,0.235629 0.261837 -0.800983,0.235588 0.245602 -0.211786,-0.354527 -0.026294 -0.21932,-0.354486 -0.0100582 -0.808517,0.234933 -0.0115593 -0.808517,0.234892 -0.027795 -0.21932,
1632273623300876588,-0.344772 0.246437 -0.207421,-0.344782 0.263516 -0.816898,0.264935 0.263877 -0.816898,0.264945 0.246799 -0.207421,-0.34461 -0.0263576 -0.215065,-0.34462 -0.00927914 -0.824542,0.265097 -0.00891794 -0.824542,0.265107 -0.0259964 -0.215065,
1632273623367673588,-0.374076 0.246366 -0.228875,-0.374115 0.264532 -0.865992,0.26326 0.265903 -0.865992,0.263299 0.247737 -0.228875,-0.373488 -0.0268426 -0.236665,-0.373527 -0.00867637 -0.873782,0.263847 -0.00730578 -0.873782,0.263886 -0.025472 -0.236665,
